machine_id,cycle,temperature,pressure,vibration,rpm,voltage,current,oil_quality,RUL,failure_imminent,failure_type
1,1,68.07995324162445,96.0502944313143,0.5002932953597421,1487.371097764988,220.72779399932202,14.7012107346604,100.0,247,0,0
1,2,69.98483077494767,99.70342027390382,0.48597138756598723,1410.3849626579345,220.97339609388456,14.814864404931098,99.63450701323387,246,0,0
1,3,69.45527937101417,94.84188910390841,0.6013529790685017,1543.3364470726697,221.66992107277093,15.176517362790921,99.26901402646773,245,0,0
1,4,69.4165110307222,97.69503495507557,0.549297077655575,1500.2089249456642,220.7630040431968,14.598682073417596,98.9035210397016,244,0,0
1,5,70.24406205061804,103.1921663485062,0.47162424108201323,1600.4970999389573,224.0916405519396,14.71878001211728,98.53802805293546,243,0,0
1,6,69.01039251743084,95.14655115188064,0.4703146893466349,1546.0235316331523,219.54296395740627,15.031558981694674,98.17253506616933,242,0,0
1,7,67.03734683168993,96.00068444966814,0.4774599184643456,1451.0377171096652,220.2356277064748,14.044746895309894,97.80704207940319,241,0,0
1,8,71.1270303382692,95.42979657949971,0.5669591396381773,1464.7581512428496,220.4687036413522,13.91436390925589,97.44154909263706,240,0,0
1,9,71.21369869301395,104.92795041832517,0.5307636695401539,1525.9228411485615,222.27916903141815,14.72444793417457,97.07605610587092,239,0,0
1,10,69.91602665944377,99.11382394952267,0.509536970965537,1520.6351203504391,219.57189563635197,14.072584183581045,96.71056311910479,238,0,0
1,11,74.00497374704052,101.09272105128001,0.4527979445755175,1543.6738309978182,218.2111066712715,14.410315665699109,96.34507013233866,237,0,0
1,12,71.49325542640592,98.28532864938248,0.5120753699606869,1527.4091586534266,222.9174925006534,15.425281476007568,95.97957714557252,236,0,0
1,13,67.59713232678129,100.0092577220696,0.5349915978909549,1508.3253058307107,219.47484145200843,15.4309198510001,95.61408415880639,235,0,0
1,14,70.58997400081014,105.49487188021317,0.5420137382377159,1563.3375156489099,218.88403086000181,14.722031682858796,95.24859117204025,234,0,0
1,15,73.59777427265139,95.74769503851387,0.532404155625525,1418.59946638957,222.20352496843987,15.42351969541793,94.88309818527412,233,0,0
1,16,68.02630109432518,104.49743789048544,0.5267688198828153,1495.3435804599574,219.47543103409978,14.071754584379061,94.51760519850798,232,0,0
1,17,67.29915194717725,101.56154593720821,0.4491294778358198,1495.8573330291642,217.78682602101358,13.764569578615207,94.15211221174185,231,0,0
1,18,73.39570849415989,99.28436487978561,0.5411812949712904,1539.2275466684719,220.99621128148783,14.440828256705574,93.78661922497572,230,0,0
1,19,70.31442294213613,99.18381651441604,0.4119425311933499,1473.5794115172819,221.31347076306892,14.626839001470016,93.42112623820958,229,0,0
1,20,72.10384097042339,94.09807604052385,0.5311414683074244,1476.1665760756985,222.0053680589537,15.080604341261605,93.05563325144345,228,0,0
1,21,67.83049637792043,102.02489806424944,0.47724939216702067,1513.9966396643297,219.1559874858019,15.280593573193222,92.69014026467731,227,0,0
1,22,69.58032980006304,100.13053675867044,0.5520041587756602,1506.545964098118,220.7280751147408,15.290924107209458,92.32464727791118,226,0,0
1,23,68.64623240046298,103.24545366206637,0.49996712151780964,1509.5222094224587,218.1613510299099,14.294871680863967,91.95915429114504,225,0,0
1,24,68.79641381072562,101.58874808811395,0.6022873348415219,1562.9005202644926,221.03285552031852,14.55342568299201,91.59366130437891,224,0,0
1,25,68.80659690251727,102.59467953867625,0.482985135440701,1508.9625966101073,215.49610769883213,14.588525981682979,91.22816831761278,223,0,0
1,26,72.1624259584614,94.54697119179971,0.4863406574570385,1421.7430901164892,222.01585591354933,14.518512767354238,90.86267533084664,222,0,0
1,27,67.07831439935681,102.20207179225433,0.485546345299712,1471.1748179728106,219.38098493259494,16.041193624299346,90.49718234408051,221,0,0
1,28,65.81435429220082,98.73554902465654,0.4988366684955914,1429.2830872653315,219.47403385463068,15.529171645476362,90.13168935731437,220,0,0
1,29,69.28727709206196,108.05012235583219,0.5333334762392312,1504.9887025348767,217.93651585345881,15.52449760010991,89.76619637054824,219,0,0
1,30,70.72892162681211,98.58406811190187,0.44793380213069606,1543.1422394791152,222.9976651930149,15.772255674098012,89.4007033837821,218,0,0
1,31,71.96922627352518,102.58362111985096,0.45191853794089043,1499.7656969788848,220.0400057147341,15.465031829952215,89.03521039701597,217,0,0
1,32,69.50086527492095,100.2298036562817,0.48656092948811996,1502.392393641957,219.4937928790049,14.758289437477417,88.66971741024983,216,0,0
1,33,69.85066302860056,97.80588467543468,0.4591878838781923,1413.2229527994066,213.9440650716864,14.932837359862438,88.3042244234837,215,0,0
1,34,67.63841821230093,97.83497108905536,0.46252438703723875,1433.9200815014474,219.38960313174965,15.782350654782261,87.93873143671757,214,0,0
1,35,67.09246074361815,97.6514931536365,0.5596514374785533,1486.821733662066,222.38651296693385,14.393115879120403,87.57323844995143,213,0,0
1,36,71.40188608895637,101.40523787876509,0.4768636593268829,1542.817763039905,226.4164895119716,15.72131462623647,87.2077454631853,212,0,0
1,37,70.61363612948212,100.21368502695151,0.518575905839909,1452.7110360830222,220.4122915056282,15.190559242360145,86.84225247641916,211,0,0
1,38,69.35508546129469,105.65721299114367,0.5234114089548955,1464.3818214197042,223.68915325687414,15.764469913516471,86.47675948965303,210,0,0
1,39,70.18877299191765,107.07379255240005,0.5087472464847365,1433.104734200992,218.2472460677571,14.589235582534863,86.11126650288689,209,0,0
1,40,71.75672939010846,98.63765928436042,0.4949452205347231,1520.1567468644173,219.4704105668317,14.780262618429953,85.74577351612076,208,0,0
1,41,71.81415734997661,108.41433674637338,0.5016495621148032,1459.4992127450225,219.43784580305635,14.927871262044556,85.38028052935462,207,0,0
1,42,66.88660336983675,106.95805115622542,0.5103110817579932,1587.957724160627,217.43188289524957,14.787298944920288,85.0147875425885,206,0,0
1,43,68.91400435744083,110.84281015631039,0.5282749725409781,1488.7230243882866,221.62747304093742,15.801035362902423,84.64929455582237,205,0,0
1,44,72.63394312232985,96.61843941367763,0.55200479784815,1481.997438942203,224.12474158557225,15.37733872252647,84.28380156905622,204,0,0
1,45,68.84303414717039,92.60231903890958,0.5374140480709958,1548.4809571232827,220.9162013155026,15.497222998916211,83.9183085822901,203,0,0
1,46,70.2524659378472,103.28963471368739,0.5281942565045189,1471.6013219143683,220.44343740788702,14.875252475311381,83.55281559552395,202,0,0
1,47,73.02708712860912,96.09047258247517,0.614956405573333,1456.159430554415,218.32167569001757,15.197478847503804,83.18732260875782,201,0,0
1,48,69.42581525068034,100.5659406661931,0.45639426687934576,1474.010874900362,220.82983546730173,14.215994416251892,82.8218296219917,200,0,0
1,49,73.01435685106992,102.66412595429115,0.4661487937166536,1545.0926107508128,222.65266435750624,15.187583073136837,82.45633663522555,199,0,0
1,50,70.26685081721098,90.08704709914672,0.5168094417393632,1477.4266957090622,216.65477406370945,14.727324680293826,82.09084364845941,198,0,0
1,51,71.6292913382621,107.15186949755281,0.4233995825037954,1504.0021659717142,219.77148739376872,14.898620195051889,81.72535066169328,197,0,0
1,52,69.80091968858406,97.90298558898448,0.5609654128446363,1567.383880225409,221.64177767763127,14.344418097633243,81.35985767492716,196,0,0
1,53,69.61834504154213,96.17179176862695,0.5390234565536399,1484.3402057326825,221.32632589962515,14.420482825919803,80.99436468816101,195,0,0
1,54,70.40409849912473,98.74557311049925,0.49178314034397425,1357.4726727680572,219.7729137032376,14.345887873880233,80.62887170139489,194,0,0
1,55,70.43163834795551,102.73045102176202,0.5395148650325018,1464.9825929617612,219.30213244708634,15.336977329623938,80.26337871462874,193,0,0
1,56,70.19124197690947,101.06325758684223,0.5302000275644467,1457.8784164578426,221.20980616927685,14.331538900182125,79.89788572786262,192,0,0
1,57,71.91276808536122,107.98142663247444,0.4225072151663676,1541.0680116593394,222.25999950294286,15.000534146621856,79.53239274109649,191,0,0
1,58,70.5288198294668,99.73759086412134,0.5577625402717981,1539.6934739328483,221.09439265725698,14.756743670986433,79.16689975433034,190,0,0
1,59,69.82344412993847,101.56825275072634,0.4180963663952679,1405.9755582457647,217.02170949603521,15.308172754823719,78.8014067675642,189,0,0
1,60,71.1339894158281,93.28740117059439,0.46775275884081113,1495.1051299928163,220.2004235191401,15.785885869150016,78.43591378079807,188,0,0
1,61,69.20008092546465,107.84065519952631,0.6179913854483882,1440.9680432408552,219.79490179074148,14.313823671805416,78.07042079403195,187,0,0
1,62,67.05997380838596,97.59120543077407,0.5143617993949724,1458.969323598212,220.10592160573495,15.347642058639876,77.7049278072658,186,0,0
1,63,71.79136293982789,106.10725771388731,0.5558227102002213,1531.336755396927,223.44346224991992,15.321060735089635,77.33943482049968,185,0,0
